Cust_ID,Block,Ship_mode,Discount,Weight_gm,Cust_calls,Prior_purchases,Priority,Gender,Cust_rating,Cost,Timeliness
1842,B,Ship,6,2568,4,3,medium,F,3,210,1
1843,F,Ship,40,2592,3,2,low,F,2,182,1
1844,D,Road,51,1134,3,4,low,M,5,271,1
1845,F,Ship,6,5027,4,4,medium,F,5,142,0
1846,F,Ship,1,4092,5,4,medium,F,5,216,1
1847,B,Ship,9,1858,4,6,low,F,5,242,0
1848,C,Ship,9,5648,4,5,low,F,3,185,0
1849,D,Flight,1,1949,6,5,medium,F,3,289,1
1850,C,Road,2,1650,5,6,low,F,1,219,1
1851,F,Road,8,4898,2,3,medium,M,4,242,0
1852,B,Ship,9,5851,5,4,low,M,3,194,0
1853,B,Flight,2,5251,3,2,low,M,5,257,1
1854,D,Ship,5,4139,4,6,high,M,2,190,1
1855,F,Ship,8,5284,5,4,high,F,4,173,1
1856,B,Flight,4,1822,6,4,high,F,4,289,0
1857,F,Ship,3,5159,5,2,medium,M,1,253,1
1858,C,Ship,26,3223,4,4,low,F,2,273,1
1859,F,Flight,33,2734,5,3,medium,F,2,265,1
1860,C,Road,1,5719,5,3,medium,F,3,258,0
1861,C,Flight,1,4518,3,3,low,F,4,221,1
1862,A,Ship,23,1785,4,3,medium,M,5,138,1
1863,D,Ship,57,3753,4,3,medium,M,5,264,1
1864,F,Road,52,2312,3,2,high,M,1,202,1
1865,D,Road,9,1813,5,5,high,M,3,271,1
1866,B,Ship,9,5075,2,3,medium,M,1,229,0
1867,D,Ship,8,5971,3,4,medium,F,1,221,0
1868,F,Flight,6,1898,6,4,low,F,5,243,1
1869,C,Flight,2,5563,4,3,low,F,1,215,1
1870,C,Road,1,1656,6,4,low,F,4,289,0
1871,B,Ship,6,4119,2,3,medium,F,4,191,0
1872,D,Road,3,5204,4,6,high,M,4,271,0
1873,D,Ship,8,1477,7,4,medium,F,2,244,1
1874,F,Ship,2,4701,4,2,medium,M,3,248,1
1875,A,Ship,3,4807,3,5,low,F,1,101,0
1876,F,Flight,9,4337,3,10,low,F,4,223,0
1877,F,Ship,46,3997,5,3,medium,M,5,265,1
1878,F,Ship,10,1156,4,6,low,M,5,262,0
1879,A,Road,8,4523,3,3,medium,F,5,221,0
1880,D,Ship,58,1496,3,4,medium,M,3,160,1
1881,F,Flight,9,4947,2,7,high,M,2,225,1
1882,C,Flight,9,1353,6,4,low,M,4,243,1
1883,D,Ship,3,4644,4,3,medium,F,2,142,0
1884,D,Road,55,1911,5,3,medium,M,5,160,1
1885,C,Ship,3,4033,3,4,medium,M,5,188,0
1886,D,Ship,6,1261,4,3,medium,F,3,172,1
1887,F,Ship,3,1752,6,4,low,M,3,304,1
1888,C,Flight,7,1181,6,4,low,F,2,284,1
1889,C,Ship,46,2878,4,2,low,F,3,250,1
1890,F,Road,1,5071,4,2,low,F,2,219,1
1891,F,Ship,3,1772,6,4,medium,M,3,245,1
1892,A,Ship,5,4212,4,6,medium,M,3,248,0
1893,C,Ship,2,4284,3,3,medium,M,1,225,0
1894,A,Ship,6,4758,4,3,low,F,1,186,0
1895,A,Ship,2,5661,3,2,medium,F,4,240,0
1896,D,Ship,17,3516,5,7,medium,F,3,225,1
1897,F,Ship,9,5401,5,3,high,M,4,237,0
1898,A,Ship,10,1798,6,4,low,M,3,245,0
1899,F,Ship,8,4444,3,2,low,F,3,271,1
1900,C,Ship,8,1274,6,4,low,F,5,249,0
1901,D,Ship,15,1008,4,3,low,F,3,135,1
1902,A,Ship,18,3732,3,2,low,M,2,255,1
1903,F,Ship,5,5756,5,3,low,F,2,233,1
1904,B,Flight,8,1923,4,5,medium,F,1,245,0
1905,A,Ship,43,2994,5,3,low,F,1,230,1
1906,C,Road,9,5658,5,2,low,M,4,254,1
1907,C,Road,10,4901,3,5,medium,M,4,257,1
1908,B,Ship,8,4526,4,2,low,F,3,226,0
1909,B,Road,56,1494,2,3,low,F,2,124,1
1910,A,Ship,3,4885,5,3,low,F,3,199,1
1911,C,Ship,3,1645,2,5,low,F,4,160,0
1912,F,Road,7,4520,3,4,low,M,5,199,0
1913,A,Ship,61,1770,4,2,low,M,1,140,1
1914,F,Ship,7,4386,4,3,medium,F,1,145,1
1915,F,Ship,10,1694,4,4,low,M,5,196,1
1916,C,Road,15,1862,3,3,low,M,2,168,1
1917,C,Ship,8,4893,4,3,low,F,4,187,0
1918,A,Ship,6,4020,3,2,medium,F,5,271,1
1919,C,Ship,10,4200,3,2,high,M,1,180,0
1920,D,Road,15,2522,5,3,medium,M,4,269,1
1921,F,Ship,5,5331,4,3,medium,M,3,173,1
1922,F,Ship,8,4725,5,2,low,M,4,225,0
1923,F,Ship,10,5612,5,3,low,M,1,138,1
1924,F,Flight,60,1830,5,2,medium,F,3,178,1
1925,F,Flight,61,1947,6,5,high,M,3,171,1
1926,D,Ship,64,1918,4,2,medium,M,5,162,1
1927,A,Ship,8,1826,7,4,medium,M,3,296,1
1928,C,Ship,4,4812,3,3,medium,M,2,162,1
1929,A,Flight,2,4474,4,3,medium,F,2,196,0
1930,F,Road,10,1563,6,4,low,F,2,248,1
1931,B,Ship,7,4343,4,2,medium,M,4,222,0
1932,A,Ship,2,4902,5,4,medium,M,4,199,1
1933,B,Ship,29,1420,4,4,low,M,3,142,1
1934,D,Ship,11,1911,4,3,medium,M,4,140,1
1935,D,Road,48,2622,3,5,low,F,2,267,1
1936,C,Flight,5,5055,4,3,medium,M,1,273,0
1937,D,Flight,8,4557,3,3,medium,F,5,252,1
1938,D,Ship,3,4249,4,3,medium,F,3,141,0
1939,A,Flight,10,5180,6,2,low,M,2,196,1
1940,F,Flight,9,4007,3,2,low,M,1,224,1
1941,D,Flight,4,5456,3,10,medium,F,4,153,1
1942,F,Ship,3,5440,3,3,high,M,3,203,0
1943,C,Road,3,1861,5,5,low,F,4,229,1
1944,F,Ship,4,5236,4,3,medium,F,4,253,0
1945,F,Ship,4,5863,4,3,high,M,5,163,0
1946,F,Ship,4,4458,3,3,medium,M,4,244,0
1947,B,Ship,4,1758,5,5,low,M,5,235,0
1948,F,Flight,7,4742,3,2,low,M,4,212,0
1949,F,Flight,7,1315,5,6,low,F,2,244,0
1950,F,Road,4,4243,3,5,medium,F,4,191,1
1951,B,Ship,1,5159,4,3,medium,M,1,220,1
1952,B,Road,3,5731,4,2,high,M,3,159,1
1953,D,Ship,9,4647,3,4,low,F,5,227,0
1954,F,Flight,8,1122,4,5,low,M,2,245,1
1955,C,Road,62,1650,4,2,medium,M,5,162,1
1956,F,Flight,7,4287,6,10,medium,M,1,174,0
1957,D,Ship,7,4058,5,6,medium,F,4,273,1
1958,D,Ship,6,1853,4,5,low,M,4,228,1
1959,D,Ship,10,5108,6,2,low,M,1,276,0
1960,B,Ship,18,1134,5,2,low,F,5,133,1
1961,F,Ship,59,3073,4,3,low,M,1,244,1
1962,A,Ship,5,4494,3,3,low,F,5,258,0
1963,B,Road,53,1853,3,2,low,M,2,180,1
1964,A,Ship,4,5610,4,3,low,F,5,196,0
1965,B,Ship,7,5121,4,3,medium,M,2,266,0
1966,A,Ship,7,4185,3,2,low,F,2,206,1
1967,B,Flight,7,4732,6,2,high,M,3,154,0
1968,B,Ship,4,4150,4,3,low,M,3,263,1
1969,C,Flight,7,4717,4,3,medium,M,4,209,1
1970,B,Ship,2,5671,4,3,low,M,5,170,0
1971,F,Flight,6,4347,4,10,low,F,3,261,1
1972,B,Ship,45,3770,3,4,low,F,5,207,1
1973,D,Ship,4,1442,3,2,medium,F,4,268,1
1974,D,Flight,35,2741,3,2,low,F,4,210,1
1975,F,Ship,7,4874,3,3,low,F,1,233,0
1976,D,Ship,47,2467,3,3,medium,M,2,185,1
1977,B,Ship,4,4564,3,4,medium,F,2,198,0
1978,C,Ship,5,4782,4,3,high,M,1,263,0
1979,D,Ship,10,1217,6,4,high,F,5,254,0
1980,F,Ship,1,4684,4,4,medium,F,1,173,0
1981,F,Ship,5,1117,4,5,medium,M,4,275,0
1982,B,Ship,52,1096,4,4,high,F,4,176,1
1983,C,Ship,6,4687,3,4,medium,M,3,275,1
1984,D,Flight,8,4944,5,6,high,F,1,195,1
1985,C,Road,7,4172,4,3,low,F,5,244,0
1986,C,Road,10,4820,4,3,medium,F,3,137,1
1987,C,Flight,36,2093,2,4,low,F,5,255,1
1988,C,Ship,43,1198,3,2,medium,M,4,134,1
1989,A,Ship,4,1633,4,5,medium,M,2,271,1
1990,F,Ship,2,5702,4,2,low,M,1,169,1
1991,A,Ship,3,5904,5,2,medium,M,4,227,0
1992,F,Ship,2,5042,4,2,medium,F,3,140,0
1993,C,Flight,3,4189,3,3,medium,F,3,149,0
1994,B,Ship,12,2722,5,5,low,M,3,250,1
1995,B,Ship,2,5298,4,3,high,F,3,266,0
1996,A,Flight,10,1141,5,4,medium,F,2,275,1
1997,C,Ship,17,1137,3,4,high,M,3,139,1
1998,A,Ship,1,4379,4,3,medium,F,2,210,1
1999,B,Ship,3,4015,5,3,medium,F,4,244,0
2000,D,Ship,2,4784,3,3,medium,M,5,193,0
2001,C,Ship,40,2327,4,2,low,M,1,202,1
2002,C,Ship,10,4447,4,2,low,F,1,214,0
2003,F,Flight,37,3025,5,2,medium,F,1,198,1
2004,F,Ship,8,5705,3,3,medium,M,4,243,1
2005,B,Flight,10,4204,4,3,medium,F,5,234,1
2006,D,Road,2,4461,3,5,low,M,4,260,0
2007,D,Flight,3,1667,5,5,low,F,3,269,1
2008,A,Ship,1,4742,3,2,low,M,4,150,0
2009,F,Ship,2,1273,4,5,low,M,3,269,1
2010,B,Ship,2,1680,5,2,low,F,2,172,0
2011,F,Ship,10,1196,5,6,low,M,2,251,0
2012,B,Ship,3,4267,5,3,medium,M,1,167,1
2013,F,Ship,10,5678,3,2,low,M,4,232,0
2014,F,Road,65,3795,2,4,medium,M,3,194,1
2015,F,Ship,5,4668,4,2,low,F,2,233,0
2016,F,Ship,54,3150,3,3,low,M,2,262,1
2017,A,Ship,10,1679,3,4,low,F,5,271,1
2018,B,Ship,6,1800,7,4,low,M,4,282,0
2019,B,Ship,9,4610,2,2,medium,F,5,188,0
2020,A,Ship,65,1277,4,3,low,F,5,139,1
2021,D,Road,4,5100,2,3,medium,F,1,154,0
2022,F,Ship,4,4405,5,5,medium,M,1,279,1
2023,C,Ship,3,4599,5,3,high,M,2,160,0
2024,C,Road,1,4357,4,2,medium,M,4,262,0
2025,C,Road,10,4533,4,3,low,F,4,207,0
2026,B,Ship,8,4777,6,5,low,F,5,194,0
2027,F,Ship,8,4303,4,4,medium,M,1,144,0
2028,D,Ship,2,1149,6,4,medium,M,2,292,1
2029,F,Ship,2,4520,4,2,low,M,3,225,1
2030,F,Ship,9,5383,3,3,medium,M,4,247,0
2031,F,Flight,10,4667,3,3,medium,F,4,191,0
2032,F,Ship,6,1495,4,4,low,F,5,233,0
2033,B,Road,37,2226,5,2,medium,F,2,272,1
2034,C,Ship,7,1038,5,5,low,M,1,245,0
2035,C,Road,9,5684,4,2,high,F,2,168,0
2036,D,Road,2,5016,3,2,medium,F,4,247,1
2037,C,Ship,6,4563,4,3,medium,F,3,191,0
2038,C,Ship,5,1865,7,4,low,F,1,254,1
2039,A,Ship,53,1251,4,2,medium,M,1,173,1
2040,B,Road,8,1339,7,4,low,F,1,307,0
2041,F,Ship,4,5272,4,3,high,F,3,250,1
2042,F,Ship,29,1953,3,3,low,F,2,176,1
2043,B,Road,1,5444,4,3,medium,M,4,181,0
2044,C,Ship,1,1296,5,6,low,M,2,250,1
2045,C,Road,4,4134,5,3,low,M,3,202,1
2046,A,Ship,8,4968,2,3,low,M,4,166,1
2047,C,Ship,6,5983,3,2,medium,M,5,144,0
2048,B,Ship,7,5731,3,4,medium,F,4,261,0
2049,F,Ship,25,1124,2,3,medium,M,1,121,1
2050,F,Ship,2,2229,5,2,low,F,5,230,1
2051,A,Road,19,2392,4,3,low,F,5,191,1
2052,C,Road,2,4468,3,3,medium,M,3,190,1
2053,F,Ship,6,4840,2,3,low,M,2,259,1
2054,F,Ship,6,4369,5,4,medium,M,4,147,0
2055,B,Ship,5,1337,5,5,medium,M,4,232,0
2056,D,Ship,4,1662,6,4,low,M,4,276,1
2057,F,Ship,7,5478,5,4,medium,M,5,258,0
2058,D,Ship,4,4424,5,3,medium,F,4,190,1
2059,F,Ship,39,1483,4,3,low,M,5,156,1
2060,A,Ship,54,1885,3,4,low,M,4,155,1
2061,B,Ship,3,4172,3,4,low,F,2,198,1
2062,F,Ship,4,4362,5,7,medium,F,3,210,0
2063,D,Flight,9,5731,3,5,medium,M,5,168,1
2064,D,Ship,6,1507,6,4,low,F,2,256,0
2065,B,Road,19,1900,2,2,low,F,4,179,1
2066,F,Ship,3,5264,2,4,low,F,1,109,1
2067,F,Ship,10,4353,2,3,low,M,5,101,0
2068,A,Ship,4,1013,6,4,medium,F,5,282,0
2069,F,Ship,28,3903,3,4,low,M,5,237,1
2070,B,Flight,1,4480,3,3,medium,M,5,162,0
2071,A,Flight,44,3158,3,3,medium,F,5,183,1
2072,B,Ship,9,4256,3,10,low,F,2,195,0
2073,F,Ship,6,5995,3,3,low,M,3,185,1
2074,C,Ship,3,5444,2,5,medium,M,3,129,1
2075,D,Ship,1,5363,3,10,medium,M,4,245,0
2076,C,Ship,7,4956,4,3,medium,F,5,246,0
2077,D,Ship,10,5911,4,4,low,M,3,136,0
2078,C,Ship,1,1920,4,5,medium,M,2,258,0
2079,F,Flight,6,4819,5,2,medium,F,2,165,1
2080,D,Road,8,4408,3,2,high,F,2,180,0
2081,F,Ship,9,4876,4,2,low,M,3,242,0
2082,F,Flight,32,3253,4,3,medium,F,5,232,1
2083,F,Ship,5,1385,3,3,medium,M,3,152,1
2084,C,Flight,51,2917,5,4,medium,F,3,197,1
2085,F,Flight,10,4092,3,4,low,M,5,207,1
2086,F,Ship,5,4369,5,2,low,F,1,178,0
2087,C,Flight,10,5181,3,4,medium,M,3,244,0
2088,F,Ship,3,4491,3,3,medium,F,2,197,0
2089,A,Road,2,4639,4,3,medium,M,4,184,0
2090,F,Ship,10,5374,3,3,medium,M,3,177,1
2091,A,Ship,33,3798,3,2,high,F,4,266,1
2092,B,Flight,7,4370,3,5,low,M,5,140,1
2093,A,Ship,60,2317,4,3,low,F,5,205,1
2094,F,Ship,4,4696,4,10,medium,F,2,170,1
2095,F,Ship,3,5261,5,2,medium,F,3,139,0
2096,A,Flight,32,1238,3,4,low,M,4,97,1
2097,A,Ship,2,1847,5,5,low,M,4,252,1
2098,A,Ship,9,4512,3,2,medium,F,2,214,0
2099,C,Ship,4,4666,4,5,low,M,3,159,1
2100,F,Road,7,4245,4,3,high,M,3,161,0
2101,C,Ship,3,4320,2,3,medium,F,5,264,1
2102,C,Ship,15,2544,4,4,low,F,3,191,1
2103,B,Ship,6,5107,5,4,low,M,3,202,0
2104,B,Flight,9,4775,5,3,medium,M,5,267,1
2105,A,Ship,10,1255,4,6,low,M,4,216,0
2106,F,Ship,4,5924,2,3,low,M,1,108,1
2107,C,Flight,8,4568,3,3,medium,M,3,197,0
2108,D,Ship,4,1991,5,5,low,F,4,259,1
2109,C,Ship,8,4896,4,10,medium,F,3,273,0
2110,F,Flight,5,5335,2,2,low,M,4,183,1
2111,D,Road,1,5274,4,2,medium,M,1,133,1
2112,B,Ship,64,3233,3,3,medium,F,2,192,1
2113,F,Road,9,5634,6,3,low,M,5,244,0
2114,A,Road,5,5225,4,3,low,M,3,229,1
2115,B,Ship,10,5972,4,3,low,F,5,264,0
2116,B,Ship,7,5091,5,4,medium,M,4,165,1
2117,F,Ship,37,1818,4,3,medium,F,1,134,1
2118,F,Ship,5,1080,5,5,medium,M,3,256,1
2119,C,Road,5,5235,6,4,medium,M,1,132,1
2120,B,Ship,6,4873,3,3,low,M,4,247,0
2121,B,Ship,61,3583,4,4,low,M,3,228,1
2122,C,Ship,3,4056,3,3,medium,M,3,214,1
2123,A,Road,31,1170,4,3,low,F,5,162,1
2124,F,Road,3,4174,3,2,low,F,2,150,0
2125,B,Ship,1,1193,6,4,low,M,5,282,1
2126,A,Ship,28,1197,4,3,medium,F,1,143,1
2127,B,Ship,39,3857,3,2,medium,M,3,202,1
2128,C,Ship,3,5630,4,2,medium,F,4,143,1
2129,F,Ship,6,2924,3,8,high,F,4,214,1
2130,D,Ship,7,4068,3,4,low,F,5,228,1
2131,F,Ship,8,5600,3,4,low,M,5,245,0
2132,A,Ship,9,1499,4,5,low,M,5,247,0
2133,B,Ship,10,4671,2,2,low,M,1,208,1
2134,F,Flight,9,4038,6,5,low,M,2,106,1
2135,B,Ship,39,2518,6,3,low,F,3,272,1
2136,F,Ship,8,3638,4,2,low,M,1,224,1
2137,C,Ship,5,5307,4,4,low,F,3,260,0
2138,F,Road,8,5499,2,2,medium,F,5,147,0
2139,C,Ship,9,4098,5,4,low,F,3,156,0
2140,F,Flight,3,5555,3,10,low,M,3,182,0
2141,C,Ship,8,4310,5,3,low,M,4,223,1
2142,A,Ship,27,3840,3,2,low,M,5,230,1
2143,A,Flight,7,4597,5,2,low,F,4,233,1
2144,A,Flight,51,1041,3,2,low,M,4,179,1
2145,B,Flight,9,5168,5,5,low,F,2,275,1
2146,A,Ship,2,4989,3,3,low,F,1,243,0
2147,A,Ship,44,2910,4,2,low,M,1,185,1
2148,D,Ship,2,4746,3,4,low,F,3,182,1
2149,B,Ship,1,1628,3,4,low,M,1,131,0
2150,C,Road,40,3536,3,3,medium,F,1,182,1
2151,A,Ship,15,2701,3,2,medium,F,4,224,1
2152,A,Ship,3,4556,3,3,low,F,1,201,1
2153,F,Ship,9,5279,3,3,low,F,3,190,0
2154,F,Road,7,5085,3,3,medium,M,3,253,0
2155,C,Ship,9,1080,4,5,medium,F,3,257,0
2156,F,Ship,39,1549,4,3,medium,M,1,135,1
2157,A,Flight,8,1689,6,4,low,M,5,250,0
2158,C,Road,5,4429,3,4,medium,M,4,142,0
2159,F,Road,5,5169,3,3,medium,M,4,202,0
2160,A,Ship,25,2774,3,2,low,M,4,198,1
2161,D,Ship,5,1868,5,5,medium,F,5,272,1
2162,B,Ship,2,1790,7,4,low,M,3,306,1
2163,C,Ship,7,4671,5,3,low,M,4,223,1
2164,F,Ship,5,5577,3,2,medium,F,3,155,0
2165,F,Ship,10,1333,5,5,low,F,5,256,1
2166,A,Road,4,5210,4,3,low,M,1,140,1
2167,B,Ship,42,3521,4,10,low,F,5,186,1
2168,F,Ship,9,4558,3,6,low,M,4,140,0
2169,D,Flight,8,5769,3,2,low,F,5,238,0
2170,C,Ship,7,4714,5,3,low,M,3,148,0
2171,F,Ship,6,5266,4,3,medium,F,5,135,1
2172,A,Flight,5,4631,6,4,low,F,4,144,0
2173,A,Ship,22,2585,3,3,medium,F,5,215,1
2174,C,Ship,47,3523,3,3,low,F,5,193,1
2175,C,Ship,51,2380,2,3,low,M,2,190,1
2176,D,Road,5,4831,4,3,high,M,2,266,1
2177,A,Ship,3,4185,4,3,low,M,4,163,1
2178,A,Ship,3,1474,5,5,low,M,3,252,0
2179,A,Ship,8,4632,2,3,low,F,5,279,0
2180,C,Flight,16,1882,2,3,medium,M,1,111,1
2181,C,Ship,7,4363,4,3,low,F,5,254,0
2182,D,Road,9,4158,4,2,medium,F,1,261,0
2183,A,Ship,3,5218,5,3,low,M,4,271,1
2184,B,Ship,9,4605,5,6,medium,M,4,176,0
2185,F,Ship,5,5239,5,4,medium,M,1,186,0
2186,A,Ship,7,4063,4,5,low,F,5,159,0
2187,F,Ship,7,5061,5,3,low,F,1,235,0
2188,C,Ship,10,4462,3,2,low,M,5,132,1
2189,B,Ship,4,5393,4,3,low,M,4,154,1
2190,F,Ship,7,4487,3,4,medium,F,3,157,1
2191,B,Flight,10,5305,4,3,medium,M,3,226,0
2192,F,Flight,7,1099,6,4,low,F,5,305,1
2193,F,Ship,9,4102,4,3,low,F,2,210,1
2194,B,Ship,14,3693,3,2,low,F,4,243,1
2195,F,Ship,3,5779,3,3,low,F,2,194,1
2196,F,Flight,5,4567,6,5,low,F,3,178,0
2197,A,Road,39,1204,5,4,medium,M,2,156,1
2198,B,Ship,6,5380,4,6,medium,F,5,198,0
2199,F,Ship,2,1174,6,4,low,M,4,254,0
2200,D,Ship,6,5722,3,3,low,F,4,201,1
2201,D,Flight,3,5174,4,3,low,F,2,194,0
2202,A,Ship,8,5378,3,2,medium,M,1,144,1
2203,F,Ship,5,5469,4,4,medium,F,2,151,0
2204,D,Flight,5,5749,5,4,low,M,5,142,0
2205,A,Ship,1,4133,3,2,low,F,2,148,1
2206,D,Flight,27,2999,5,3,low,M,2,217,1
2207,F,Flight,7,4829,4,4,low,F,3,229,0
2208,C,Ship,7,4999,2,3,high,F,1,285,0
2209,F,Road,46,1482,5,2,high,M,4,165,1
2210,C,Road,7,5988,3,2,medium,M,2,215,1
2211,C,Flight,15,1886,2,3,low,F,4,168,1
2212,B,Flight,17,1990,4,3,medium,M,3,149,1
2213,A,Ship,2,4172,5,3,medium,M,1,151,1
2214,A,Ship,19,3007,5,3,low,F,1,227,1
2215,A,Ship,4,1623,6,4,low,F,1,247,1
2216,A,Ship,4,4704,4,5,medium,M,5,223,0
2217,F,Flight,4,4634,4,3,low,F,1,173,0
2218,D,Ship,24,3811,3,2,low,M,1,231,1
2219,F,Ship,41,1801,3,3,medium,F,2,141,1
2220,B,Ship,3,3928,4,3,medium,M,1,258,1
2221,B,Ship,4,1171,3,5,low,M,1,158,1
2222,D,Ship,48,2841,3,3,medium,M,5,241,1
2223,B,Ship,6,5676,4,2,medium,M,4,273,1
2224,F,Ship,22,1024,2,3,medium,M,3,151,1
2225,F,Ship,48,1099,5,3,medium,F,3,148,1
2226,A,Ship,7,5342,4,3,low,M,2,199,0
2227,D,Road,10,5495,3,2,low,M,3,213,0
2228,B,Road,5,4435,4,3,medium,M,1,259,1
2229,C,Ship,4,5671,4,2,low,M,4,235,0
2230,A,Ship,3,4388,3,8,medium,M,2,238,1
2231,F,Ship,54,2919,3,3,medium,F,5,240,1
2232,A,Ship,9,1243,6,4,low,M,1,264,0
2233,F,Ship,7,1274,6,4,low,F,2,268,0
2234,C,Ship,2,4534,3,2,medium,M,1,139,0
2235,A,Road,47,3489,4,3,high,M,1,242,1
2236,D,Road,5,4570,3,3,low,M,5,163,0
2237,D,Road,23,1909,4,3,low,M,2,176,1
2238,B,Ship,9,4301,3,3,medium,F,2,241,0
2239,D,Ship,2,5653,3,3,medium,F,5,246,1
2240,D,Ship,38,1277,5,4,low,M,1,159,1
2241,C,Ship,9,1629,6,4,medium,M,4,298,0
2242,F,Ship,4,1005,4,5,low,F,1,255,0
2243,F,Ship,10,5413,5,5,low,F,1,103,1
2244,F,Ship,9,1108,6,4,medium,F,4,257,1
2245,F,Ship,8,5643,2,3,low,M,5,228,1
2246,A,Flight,46,3149,5,3,low,F,4,226,1
2247,B,Ship,9,5704,3,4,low,M,5,185,0
2248,D,Flight,5,5362,3,3,medium,M,3,163,0
2249,F,Road,55,1758,5,2,low,F,2,142,1
2250,F,Ship,23,1246,3,3,medium,F,2,137,1
2251,B,Flight,3,4271,4,2,low,M,1,171,0
2252,B,Ship,10,1014,5,3,low,F,1,232,1
2253,C,Road,26,2370,3,2,low,F,2,262,1
2254,B,Road,10,4901,6,4,low,M,5,282,0
2255,B,Road,5,5232,4,3,low,F,1,173,0
2256,F,Ship,28,1809,4,3,medium,F,3,161,1
2257,F,Flight,1,2744,3,3,medium,M,1,233,1
2258,D,Ship,9,1367,7,4,low,F,5,255,0
2259,A,Ship,7,1371,5,5,low,M,4,274,1
2260,A,Road,3,5459,4,6,medium,F,4,128,0
2261,B,Flight,6,4166,3,7,medium,F,1,158,0
2262,B,Ship,48,1322,5,4,medium,M,1,140,1
2263,D,Ship,10,1148,7,4,medium,F,1,300,1
2264,D,Road,4,5257,5,2,medium,M,3,141,0
2265,B,Ship,6,5230,5,5,low,F,4,202,1
2266,C,Ship,2,4357,3,3,low,F,5,184,1
2267,D,Road,6,4649,6,3,low,M,4,116,0
2268,F,Ship,1,5490,3,3,medium,M,3,137,1
2269,B,Ship,10,5957,2,2,medium,F,3,187,0
2270,F,Ship,2,1817,5,5,medium,M,5,243,0
2271,D,Ship,8,5629,3,2,low,F,4,232,1
2272,F,Ship,63,1548,6,3,low,M,1,213,1
2273,F,Ship,9,5016,3,3,low,F,3,232,1
2274,F,Ship,2,4823,4,5,low,M,3,218,1
2275,F,Ship,6,5148,3,3,low,M,5,275,0
2276,A,Ship,1,1796,7,4,medium,F,1,291,0
2277,B,Road,12,1694,3,2,medium,M,4,157,1
2278,F,Ship,8,1223,5,5,medium,M,3,243,1
2279,B,Road,3,5099,3,2,low,F,2,239,1
2280,A,Flight,3,4191,4,5,medium,F,5,140,1
2281,B,Flight,10,5360,5,2,high,M,1,270,0
2282,F,Ship,8,5203,3,3,low,M,5,226,1
2283,F,Ship,18,2240,3,3,medium,F,1,251,1
2284,F,Ship,6,5890,3,3,low,F,4,211,0
2285,F,Ship,6,1681,5,5,low,F,3,242,0
2286,C,Ship,9,5254,4,3,medium,M,4,267,0
2287,D,Ship,4,1509,5,4,low,M,5,287,1
2288,F,Ship,8,5597,3,2,medium,F,5,176,1
2289,A,Ship,53,3172,5,3,low,F,4,187,1
2290,D,Ship,6,5667,3,2,high,M,3,160,0
2291,C,Ship,3,4001,4,3,medium,F,2,204,0
2292,C,Ship,3,1098,5,6,low,M,4,219,0
2293,C,Flight,4,3754,3,2,medium,F,3,214,1
2294,B,Flight,8,5290,5,2,low,M,3,119,1
2295,B,Ship,3,1200,6,4,low,F,1,301,1
2296,B,Flight,2,5916,3,4,medium,F,5,230,1
2297,F,Flight,8,4443,4,3,medium,M,4,203,0
2298,F,Ship,9,4469,4,3,medium,M,4,185,0
2299,C,Road,7,1455,6,3,medium,M,4,294,0
2300,B,Flight,49,3179,3,4,medium,F,2,238,1
2301,A,Flight,5,4393,5,5,medium,F,4,143,1
2302,C,Ship,1,4991,3,2,medium,F,4,238,1
2303,F,Flight,9,4511,3,3,low,M,1,135,0
2304,C,Flight,55,3308,5,2,low,F,3,234,1
2305,C,Ship,1,4799,5,3,low,M,2,260,1
2306,D,Ship,1,4721,2,2,low,M,4,173,0
2307,A,Ship,3,4562,4,3,medium,M,2,255,1
2308,A,Ship,8,4566,5,4,low,M,4,191,1
2309,F,Ship,8,5204,3,3,medium,M,4,196,0
2310,C,Road,54,3065,4,2,medium,M,2,221,1
2311,C,Ship,6,1049,5,6,low,F,4,224,1
2312,D,Road,5,4347,4,2,medium,F,5,140,1
2313,C,Ship,10,1441,5,4,medium,M,4,151,1
2314,F,Ship,6,5423,5,3,low,F,1,181,0
2315,D,Ship,1,4334,3,2,low,M,2,254,0
2316,B,Road,4,4433,4,2,low,F,5,188,0
2317,B,Road,2,5294,3,4,low,M,5,205,0
2318,F,Ship,39,1345,4,8,medium,F,4,143,1
2319,B,Ship,5,4364,4,6,low,M,5,218,1
2320,F,Road,2,4731,5,3,low,F,3,215,1
2321,F,Road,9,5922,5,4,low,F,2,237,0
2322,F,Ship,6,5221,4,2,medium,F,4,270,0
2323,F,Ship,8,1779,6,4,medium,M,4,292,1
2324,F,Ship,8,5184,5,2,low,M,1,193,0
2325,D,Road,1,1300,5,6,low,F,5,253,0
2326,C,Ship,10,1990,6,4,low,F,2,279,1
2327,B,Flight,2,5593,4,3,low,F,3,138,0
2328,A,Road,3,4212,3,4,low,F,5,258,1
2329,F,Ship,21,1187,5,3,medium,M,3,150,1
2330,F,Ship,3,3734,5,4,low,M,3,239,1
2331,A,Ship,2,5611,6,5,low,M,5,287,1
2332,B,Ship,40,2304,5,7,low,M,2,266,1
2333,A,Ship,24,3139,5,8,medium,M,2,263,1
2334,D,Ship,8,1927,5,5,low,F,4,221,1
